second,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature
1160,spoiled,7.615019751,4.82,1.96,2.36,5.7,2.07,72.24,64.47,1.21,4.76,4.33,80.4,39.2
1161,spoiled,7.619888199,4.84,1.96,2.38,5.74,2.05,72.94,64.47,1.23,4.7,4.29,79.7,38.6
1162,spoiled,7.624748838,4.8,1.94,2.39,5.67,2.06,72.24,63.16,1.24,4.72,4.27,79.7,38.5
1163,spoiled,7.629601593,4.78,1.93,2.39,5.72,2.05,73.64,63.81,1.22,4.63,4.27,79.8,38.6
1164,spoiled,7.634446388,4.82,1.96,2.39,5.72,2.05,72.24,63.16,1.2,4.65,4.31,79.8,38.8
1165,spoiled,7.639283148,4.8,1.93,2.36,5.67,2.05,72.94,63.81,1.23,4.43,4.25,79.8,38.5
1166,spoiled,7.644111795,4.8,1.96,2.38,5.67,2.06,72.24,64.47,1.23,4.49,4.31,79.8,38.5
1167,spoiled,7.648932253,4.82,1.93,2.38,5.74,2.05,72.24,62.53,1.23,4.57,4.31,80.5,39.6
1168,spoiled,7.653744444,4.8,1.94,2.36,5.7,2.05,72.24,63.16,1.24,4.53,4.31,79.8,38.6
1169,spoiled,7.658548291,4.78,1.96,2.39,5.67,2.06,72.24,64.47,1.23,4.53,4.33,79.9,38.6
1170,spoiled,7.663343716,4.82,1.93,2.36,5.7,2.06,72.94,65.15,1.23,4.59,4.27,79.9,38.6
1171,spoiled,7.668130641,4.8,1.96,2.38,5.72,2.05,73.64,65.15,1.22,4.67,4.33,79.9,38.8
1172,spoiled,7.672908985,4.78,1.92,2.38,5.74,2.02,73.64,64.47,1.24,4.7,4.27,79.9,38.5
1173,spoiled,7.677678671,4.8,1.92,2.38,5.72,2.02,70.89,63.16,1.24,4.61,4.27,80,38.5
1174,spoiled,7.682439618,4.82,1.96,2.38,5.7,2.02,72.94,64.47,1.23,4.57,4.31,80,38.5
1175,spoiled,7.687191747,4.78,1.96,2.36,5.72,1.99,72.24,63.16,1.24,4.39,4.33,80,38.5
1176,spoiled,7.691934976,4.8,1.93,2.35,5.7,1.94,72.94,64.47,1.23,4.09,4.23,80,38.5
1177,spoiled,7.696669225,4.78,1.9,2.35,5.67,1.91,72.94,61.28,1.24,3.91,4.21,80.1,38.5
1178,spoiled,7.701394413,4.78,1.93,2.36,5.67,1.97,74.36,65.83,1.23,3.91,4.25,80,38.8
1179,spoiled,7.706110459,4.75,1.92,2.36,5.67,2,72.94,63.16,1.24,3.92,4.25,80,38.5
1180,spoiled,7.71081728,4.8,1.93,2.38,5.72,1.99,74.36,65.15,1.22,3.96,4.25,80.2,38.5
1181,spoiled,7.715514795,4.78,1.89,2.38,5.7,2,72.24,63.81,1.24,3.96,4.23,80.2,38.5
1182,spoiled,7.720202921,4.8,1.93,2.36,5.67,2.03,72.94,64.47,1.23,4.02,4.27,80.2,38.5
1183,spoiled,7.724881574,4.82,1.94,2.36,5.67,2.03,72.94,63.81,1.22,4.06,4.25,80.2,38.5
1184,spoiled,7.729550673,4.75,1.93,2.36,5.65,2,74.36,67.25,1.23,3.81,4.25,80.3,38.5
1185,spoiled,7.734210133,4.75,1.92,2.36,5.67,2,72.24,63.81,1.22,3.87,4.27,80.2,38.8
1186,spoiled,7.73885987,4.78,1.92,2.36,5.7,1.99,74.36,64.47,1.23,3.85,4.27,80.3,38.5
1187,spoiled,7.743499802,4.8,1.89,2.36,5.7,2.01,72.24,64.47,1.24,3.83,4.21,80.4,38.5
1188,spoiled,7.748129842,4.78,1.93,2.36,5.67,2.06,72.24,63.16,1.22,3.91,4.25,80.4,38.5
1189,spoiled,7.752749907,4.75,1.93,2.36,5.65,2.03,73.64,65.83,1.24,3.92,4.29,80.4,38.5
1190,spoiled,7.757359912,4.78,1.92,2.38,5.7,2.03,72.94,65.83,1.23,3.98,4.31,80.5,38.5
1191,spoiled,7.761959772,4.78,1.93,2.38,5.7,2.03,73.64,65.15,1.21,3.98,4.29,80.5,38.5
1192,spoiled,7.766549402,4.8,1.93,2.36,5.7,2.05,72.24,63.81,1.22,4,4.31,80.5,38.7
1193,spoiled,7.771128715,4.82,1.92,2.36,5.65,2.03,72.24,63.16,1.24,4.04,4.27,80.5,38.5
1194,spoiled,7.775697626,4.78,1.93,2.38,5.7,2.02,74.36,65.83,1.23,4.11,4.27,80.5,38.5
1195,spoiled,7.780256049,4.82,1.93,2.38,5.7,1.99,72.24,63.81,1.26,4.15,4.29,80.6,38.5
1196,spoiled,7.784803898,4.82,1.93,2.38,5.7,1.96,72.24,64.47,1.26,4.21,4.27,80.6,38.5
1197,spoiled,7.789341086,4.8,1.93,2.39,5.7,1.92,73.64,65.15,1.23,4.27,4.27,80.6,38.5
1198,spoiled,7.793867527,4.82,1.93,2.39,5.7,1.89,72.94,64.47,1.26,4.31,4.25,80.7,38.5
1199,spoiled,7.798383135,4.78,1.94,2.38,5.67,1.87,72.24,65.15,1.24,4.31,4.31,80,37.7
1200,spoiled,7.802887821,4.8,1.93,2.41,5.7,1.89,72.24,63.16,1.23,4.29,4.29,80.7,38.5
1201,spoiled,7.8073815,4.82,1.93,2.39,5.7,1.87,72.94,65.83,1.26,4.29,4.27,80.7,38.5
1202,spoiled,7.811864083,4.8,1.96,2.39,5.65,1.86,72.24,64.47,1.26,4.21,4.31,80.8,38.5
1203,spoiled,7.816335484,4.78,1.94,2.39,5.7,1.83,72.24,63.81,1.23,4.13,4.31,80.7,38.5
1204,spoiled,7.820795616,4.8,1.96,2.38,5.65,1.85,72.24,63.81,1.23,4.09,4.27,80.8,38.5
1205,spoiled,7.82524439,4.8,1.92,2.39,5.65,1.86,73.64,65.83,1.26,4.04,4.25,80.8,38.5
1206,spoiled,7.829681719,4.8,1.94,2.39,5.65,1.83,72.94,63.16,1.24,4.08,4.29,80.8,38.5
1207,spoiled,7.834107516,4.78,1.92,2.39,5.7,1.8,74.36,65.83,1.26,3.68,4.19,80.8,38.5
1208,spoiled,7.838521693,4.75,1.93,2.38,5.65,1.81,72.94,63.81,1.23,3.6,4.19,80.9,38.5
1209,spoiled,7.842924162,4.75,1.89,2.39,5.65,1.84,74.36,65.83,1.26,3.67,4.21,80.9,38.5
1210,spoiled,7.847314835,4.82,1.92,2.38,5.67,1.86,73.64,65.15,1.23,3.78,4.23,80.8,38.5
1211,spoiled,7.851693625,4.75,1.93,2.38,5.67,1.87,72.94,64.47,1.26,3.81,4.23,80.9,38.5
1212,spoiled,7.856060443,4.75,1.93,2.38,5.67,1.87,72.24,65.15,1.23,3.89,4.23,80.9,38.5
1213,spoiled,7.860415203,4.82,1.9,2.39,5.7,1.9,74.36,65.83,1.24,3.96,4.27,80.9,38.5
1214,spoiled,7.864757816,4.75,1.92,2.39,5.67,1.89,72.24,63.81,1.23,3.89,4.25,80.9,38.5
1215,spoiled,7.869088195,4.8,1.92,2.39,5.72,1.89,73.64,65.15,1.24,3.89,4.23,80.9,38.5
1216,spoiled,7.873406251,4.71,1.92,2.48,5.7,1.91,73.64,63.16,1.26,3.87,4.25,81,38.5
1217,spoiled,7.877711898,4.75,1.92,2.38,5.7,1.89,73.64,64.47,1.24,3.83,4.23,80.9,38.5
1218,spoiled,7.882005048,4.75,1.96,2.39,5.74,1.9,72.24,63.81,1.24,3.92,4.27,81,38.5
1219,spoiled,7.886285614,4.75,1.9,2.36,5.72,1.92,72.24,63.81,1.23,3.91,4.25,81.1,38.5
1220,spoiled,7.890553509,4.8,1.92,2.38,5.74,1.92,72.24,65.15,1.23,3.98,4.25,81,38.2
1221,spoiled,7.894808644,4.75,1.92,2.38,5.7,1.94,72.94,65.15,1.23,4.02,4.23,81,38.5
1222,spoiled,7.899050935,4.75,1.96,2.38,5.7,1.95,73.64,63.16,1.24,4.04,4.29,81,38.5
1223,spoiled,7.903280293,4.78,1.94,1.85,5.7,1.91,72.24,63.81,1.26,3.92,4.23,81.1,38.5
1224,spoiled,7.907496632,4.75,1.93,2.38,5.7,1.9,70.89,63.81,1.22,3.89,4.23,81,38.6
1225,spoiled,7.911699866,4.75,1.93,2.36,5.72,1.9,72.24,63.81,1.22,3.89,4.25,81,38.5
1226,spoiled,7.915889908,4.75,1.93,2.39,5.74,1.9,74.36,65.83,1.26,3.91,4.25,81.1,38.5
1227,spoiled,7.920066674,4.8,1.92,2.38,5.72,1.86,74.36,64.47,1.24,3.58,4.23,81.1,38.1
1228,spoiled,7.924230077,4.75,1.9,2.39,5.67,1.91,72.24,63.16,1.26,3.72,4.21,81.1,38.5
1229,spoiled,7.928380031,4.75,1.96,2.39,5.74,1.89,72.94,63.81,1.26,3.81,4.27,81.1,38.5
1230,spoiled,7.932516452,4.75,1.93,2.38,5.67,1.87,72.24,62.53,1.23,3.81,4.25,81.1,38.5
1231,spoiled,7.936639256,4.75,1.92,2.39,5.72,1.9,73.64,64.47,1.26,3.85,4.25,81.1,38.7
1232,spoiled,7.940748357,4.73,1.9,2.38,5.67,1.87,72.24,63.81,1.23,3.72,4.21,81.1,38.5
1233,spoiled,7.944843671,4.73,1.9,2.38,5.67,1.9,72.94,65.15,1.23,3.67,4.25,81.1,38.5
1234,spoiled,7.948925116,4.78,1.93,2.38,5.7,1.89,74.36,64.47,1.24,3.76,4.29,81.7,39.6
1235,spoiled,7.952992607,4.73,1.93,2.38,5.67,1.89,74.36,64.47,1.26,3.54,4.25,81.1,38.5
1236,spoiled,7.957046061,4.73,1.89,2.38,5.67,1.9,72.24,63.16,1.26,3.65,4.23,81.1,38.5
1237,spoiled,7.961085397,4.73,1.92,2.38,5.67,1.91,72.94,64.47,1.23,3.7,4.21,81.1,38.5
1238,spoiled,7.965110531,4.73,1.93,2.36,5.7,1.89,71.56,65.15,1.26,3.78,4.25,81.1,38.7
1239,spoiled,7.969121383,4.75,1.94,2.38,5.67,1.89,72.24,63.16,1.23,3.76,4.29,81.2,38.5
1240,spoiled,7.973117872,4.75,1.93,2.38,5.67,1.87,73.64,65.15,1.22,3.78,4.29,81.3,38.5
1241,spoiled,7.977099916,4.78,1.9,2.36,5.67,1.86,72.24,63.16,1.24,3.61,4.25,81.3,38.5
1242,spoiled,7.981067435,4.71,1.92,2.38,5.65,1.86,74.36,64.47,1.26,3.54,4.23,81.3,38.5
1243,spoiled,7.98502035,4.75,1.92,2.38,5.67,1.87,72.24,63.81,1.24,3.58,4.27,81.4,38.5
1244,spoiled,7.988958583,4.75,1.93,2.36,5.67,1.86,72.94,67.25,1.26,3.52,4.27,81.4,38.5
1245,spoiled,7.992882054,4.78,1.92,2.36,5.65,1.87,72.24,63.81,1.24,3.54,4.27,81.4,38.7
1246,spoiled,7.996790685,4.73,1.94,2.38,5.67,1.86,74.36,65.83,1.23,3.58,4.25,81.4,38.5
1247,spoiled,8.000684399,4.71,1.93,2.36,5.65,1.87,72.24,63.16,1.24,3.6,4.27,81.5,38.5
1248,spoiled,8.004563121,4.71,1.9,2.38,5.65,1.87,73.64,65.83,1.26,3.6,4.19,81.5,38.5
1249,spoiled,8.008426773,4.71,1.93,2.38,5.67,1.86,74.36,65.83,1.26,3.56,4.25,81.4,38.5
1250,spoiled,8.01227528,4.73,1.92,2.38,5.7,1.83,74.36,65.15,1.26,3.42,4.23,81.5,38.5
1251,spoiled,8.016108568,4.71,1.89,2.36,5.67,1.85,73.64,63.81,1.24,3.42,4.19,81.6,38.5
1252,spoiled,8.019926562,4.69,1.89,2.36,5.65,1.86,73.64,64.47,1.26,3.47,4.19,80.9,37.6
1253,spoiled,8.02372919,4.71,1.89,2.38,5.67,1.85,72.24,63.81,1.23,3.42,4.19,81.4,38.5
1254,spoiled,8.027516379,4.69,1.92,2.39,5.67,1.87,74.36,65.83,1.26,3.47,4.23,81.5,38.5
1255,spoiled,8.031288058,4.69,1.9,2.38,5.67,1.89,73.64,63.16,1.26,3.56,4.21,81.5,38.5
1256,spoiled,8.035044155,4.69,1.93,2.38,5.65,1.87,72.24,63.16,1.24,3.61,4.25,81.4,38.5
1257,spoiled,8.0387846,4.67,1.92,2.41,5.67,1.89,73.64,65.83,1.23,3.65,4.27,81.5,38.5
1258,spoiled,8.042509324,4.69,1.92,2.39,5.67,1.87,72.24,63.16,1.24,3.68,4.23,81.5,38.5
1259,spoiled,8.046218258,4.65,1.92,2.39,5.7,1.85,72.94,64.47,1.26,3.58,4.23,81.5,38.5
1260,spoiled,8.049911335,4.71,1.9,2.36,5.67,1.81,72.24,63.16,1.23,3.58,4.25,81.5,38.5
1261,spoiled,8.053588489,4.69,1.92,2.39,5.67,1.83,72.24,63.81,1.24,3.58,4.19,81.5,38.5
1262,spoiled,8.057249652,4.69,1.92,2.36,5.65,1.81,72.24,63.16,1.24,3.58,4.23,81.6,38.5
1263,spoiled,8.060894761,4.71,1.93,2.38,5.62,1.83,72.24,62.53,1.24,3.6,4.25,81.6,38.5
1264,spoiled,8.064523751,4.69,1.9,2.39,5.65,1.8,72.94,64.47,1.26,3.61,4.21,81.7,38.5
1265,spoiled,8.068136559,4.73,1.93,2.38,5.67,1.79,72.94,64.47,1.23,3.67,4.21,81.7,38.5
1266,spoiled,8.071733123,4.73,1.89,2.39,5.65,1.79,72.94,65.15,1.26,3.6,4.19,81.7,38.4
1267,spoiled,8.075313383,4.69,1.93,2.41,5.65,1.79,73.64,64.47,1.26,3.61,4.25,81.7,38.5
1268,spoiled,8.078877276,4.73,1.92,2.38,5.62,1.77,72.94,62.53,1.24,3.61,4.23,81.7,38.5
1269,spoiled,8.082424746,4.67,1.9,2.35,5.6,1.78,74.36,62.53,1.24,3.52,4.25,81.8,38.5
1270,spoiled,8.085955733,4.69,1.89,2.38,5.6,1.76,70.89,62.53,1.26,3.54,4.19,81.7,38.5
1271,spoiled,8.089470181,4.71,1.89,2.38,5.65,1.76,70.89,63.16,1.24,3.6,4.21,81.7,38.5
1272,spoiled,8.092968033,4.71,1.85,2.38,5.6,1.73,72.24,63.81,1.24,3.6,4.23,81.8,38.5
1273,spoiled,8.096449235,4.67,1.9,2.39,5.6,1.73,73.64,63.81,1.26,3.56,4.19,81.7,38.1
1274,spoiled,8.099913732,4.65,1.9,2.39,5.62,1.72,72.24,62.53,1.24,3.58,4.23,81.7,38.5
1275,spoiled,8.103361473,4.67,1.92,2.38,5.58,1.73,72.24,63.16,1.26,3.54,4.23,81.7,38.5
1276,spoiled,8.106792406,4.63,1.87,2.38,5.62,1.7,74.36,65.15,1.26,3.51,4.19,81.7,38.5
1277,spoiled,8.11020648,4.65,1.87,2.38,5.58,1.72,72.24,62.53,1.26,3.51,4.17,81.7,38.6
1278,spoiled,8.113603646,4.65,1.87,2.39,5.62,1.74,72.24,63.16,1.26,3.54,4.21,81.7,38.4
1279,spoiled,8.116983856,4.67,1.9,2.38,5.58,1.73,72.94,65.15,1.23,3.56,4.21,81.8,38.4
1280,spoiled,8.120347063,4.69,1.89,2.39,5.65,1.73,72.94,64.47,1.27,3.56,4.19,82.5,39.4
1281,spoiled,8.123693222,4.63,1.9,2.39,5.58,1.76,73.64,62.53,1.26,3.54,4.21,81.9,38.4
1282,spoiled,8.127022287,4.63,1.93,2.39,5.58,1.74,74.36,64.47,1.24,3.51,4.21,82,38.4
1283,spoiled,8.130334217,4.67,1.9,2.38,5.62,1.74,72.94,60.09,1.23,3.52,4.19,82,38.4
1284,spoiled,8.133628968,4.67,1.89,2.39,5.65,1.74,72.94,65.15,1.23,3.52,4.15,82,38.6
1285,spoiled,8.136906501,4.65,1.87,2.38,5.62,1.74,72.24,62.53,1.24,3.52,4.15,82,38.4
1286,spoiled,8.140166775,4.69,1.9,2.38,5.65,1.73,72.24,63.16,1.24,3.47,4.13,82,38.4
1287,spoiled,8.143409753,4.69,1.87,2.38,5.62,1.76,72.24,63.16,1.24,3.42,4.11,82,38.4
1288,spoiled,8.146635397,4.65,1.87,2.38,5.58,1.79,74.36,64.47,1.26,3.45,4.11,82,38.4
1289,spoiled,8.149843673,4.67,1.86,2.38,5.62,1.78,72.24,63.16,1.24,3.47,4.11,82,38.4
1290,spoiled,8.153034546,4.67,1.89,2.38,5.6,1.78,72.24,63.81,1.15,3.44,4.13,82,38.4
1291,spoiled,8.156207983,4.67,1.89,2.36,5.58,1.79,72.24,63.16,1.24,3.47,4.11,81.4,37.4
1292,spoiled,8.159363953,4.67,1.87,2.36,5.58,1.8,72.24,63.16,1.26,3.47,4.09,82,38.4
1293,spoiled,8.162502425,4.65,1.87,2.38,5.62,1.78,73.64,65.15,1.23,3.45,4.11,82,38.4
1294,spoiled,8.16562337,4.63,1.87,2.38,5.62,1.77,74.36,65.83,1.26,3.45,4.13,82,38.4
1295,spoiled,8.168726762,4.67,1.9,2.36,5.6,1.78,72.24,63.16,1.24,3.4,4.13,82,38.4
1296,spoiled,8.171812573,4.67,1.89,2.38,5.58,1.8,72.24,63.16,1.28,3.33,4.07,82,38.5
1297,spoiled,8.17488078,4.65,1.87,2.38,5.58,1.8,72.24,64.47,1.26,3.35,4.03,82,38.4
1298,spoiled,8.177931359,4.63,1.89,2.39,5.58,1.79,74.36,64.47,1.28,3.38,4.07,82,38.4
1299,spoiled,8.180964287,4.69,1.86,2.38,5.65,1.79,72.24,62.53,1.26,3.42,4.03,82,38.4
1300,spoiled,8.183979546,4.65,1.89,2.39,5.6,1.79,74.36,63.16,1.26,3.44,4.05,82,38.4
1301,spoiled,8.186977115,4.69,1.89,2.3,5.55,1.8,72.24,63.16,1.26,3.44,4.11,82.1,38.5
1302,spoiled,8.189956976,4.69,1.92,2.39,5.6,1.8,74.36,65.83,1.26,3.44,4.07,82,38.4
1303,spoiled,8.192919114,4.69,1.9,2.35,5.58,1.8,70.89,63.81,1.24,3.44,4.03,82.1,38.4
1304,spoiled,8.195863514,4.71,1.89,2.38,5.53,1.74,72.24,63.16,1.26,3.23,3.99,82.1,38.4
1305,spoiled,8.198790163,4.67,1.86,2.38,5.6,1.76,74.36,64.47,1.26,3.06,3.9,82.1,38.1
1306,spoiled,8.201699048,4.65,1.86,2.38,5.6,1.83,75.83,65.83,1.28,3.1,3.94,82.1,38.4
1307,spoiled,8.204590158,4.67,1.87,2.38,5.62,1.9,73.64,65.15,1.26,3.15,3.99,82.1,38.4
1308,spoiled,8.207463486,4.65,1.87,2.36,5.62,1.92,73.64,64.47,1.23,3.23,4.01,82,38.4
1309,spoiled,8.210319024,4.67,1.87,2.36,5.58,1.91,72.24,63.81,1.24,3.25,4.03,81.9,38.6
1310,spoiled,8.213156764,4.69,1.87,2.38,5.65,1.92,72.24,63.16,1.26,3.25,3.96,81.9,38.4
1311,spoiled,8.215976703,4.67,1.87,2.36,5.6,1.92,72.94,63.81,1.26,3.28,3.9,81.9,38.4
1312,spoiled,8.218778838,4.69,1.89,2.36,5.65,1.91,74.36,63.81,1.24,3.25,3.92,81.8,38.4
1313,spoiled,8.221563167,4.65,1.87,2.36,5.65,1.9,74.36,65.83,1.24,3.18,3.88,81.8,38.5
1314,spoiled,8.224329688,4.69,1.9,2.38,5.65,1.91,72.24,63.81,1.23,3.25,3.96,81.9,38.4
1315,spoiled,8.227078405,4.67,1.86,2.38,5.65,1.91,74.36,64.47,1.23,3.3,3.92,81.9,38.4
1316,spoiled,8.229809318,4.73,1.92,2.38,5.67,1.91,74.36,65.83,1.26,3.37,3.97,81.8,38.6
1317,spoiled,8.232522433,4.73,1.9,2.38,5.67,1.91,72.94,65.15,1.26,3.4,3.96,81.9,38.4
1318,spoiled,8.235217755,4.73,1.9,2.38,5.67,1.92,72.24,63.81,1.23,3.49,3.97,81.9,38.4
1319,spoiled,8.237895291,4.73,1.89,2.38,5.7,1.91,72.24,63.16,1.23,3.49,3.92,82,38.4
1320,spoiled,8.240555049,4.71,1.92,2.38,5.67,1.91,72.24,63.81,1.24,3.54,3.97,81.9,38.4
1321,spoiled,8.24319704,4.71,1.92,2.38,5.62,1.91,72.24,62.53,1.24,3.6,4.01,82,38.4
1322,spoiled,8.245821274,4.69,1.9,2.38,5.6,1.91,72.94,64.47,1.26,3.61,3.96,82,38.4
1323,spoiled,8.248427764,4.73,1.89,2.38,5.67,1.89,70.89,62.53,1.24,3.6,3.97,82,38.4
1324,spoiled,8.251016525,4.73,1.92,2.38,5.65,1.87,72.94,64.47,1.26,3.63,3.97,82,38.4
1325,spoiled,8.253587573,4.69,1.92,2.38,5.65,1.89,72.24,63.81,1.24,3.56,3.97,82,38.4
1326,spoiled,8.256140924,4.75,1.93,2.32,5.67,1.86,72.24,63.16,1.24,3.44,4.05,82,38.4
1327,spoiled,8.258676596,4.71,1.93,2.36,5.62,1.85,74.36,65.15,1.26,3.35,4.01,81.9,38.4
1328,spoiled,8.261194611,4.71,1.9,2.36,5.62,1.85,72.24,63.81,1.26,3.35,3.99,81.8,38.4
1329,spoiled,8.26369499,4.67,1.9,2.39,5.65,1.86,74.36,65.15,1.23,3.32,4.05,81.9,38.4
1330,spoiled,8.266177754,4.69,1.93,2.38,5.65,1.86,73.64,65.15,1.26,3.32,4.07,81.8,38
1331,spoiled,8.268642928,4.67,1.92,2.38,5.67,1.85,74.36,64.47,1.27,3.35,3.99,81.9,38.4
1332,spoiled,8.271090539,4.67,1.93,2.38,5.62,1.87,72.94,63.16,1.24,3.42,4.01,81.8,38.4
1333,spoiled,8.273520612,4.71,1.89,2.38,5.65,1.84,73.64,65.15,1.26,3.35,3.99,82,38.4
1334,spoiled,8.275933176,4.69,1.92,2.38,5.65,1.83,72.24,63.81,1.24,3.38,4.09,81.9,38.5
1335,spoiled,8.278328261,4.67,1.87,2.38,5.65,1.83,74.36,64.47,1.26,3.38,4.07,82,38.3
1336,spoiled,8.280705898,4.69,1.89,2.38,5.62,1.83,71.56,64.47,1.23,3.44,4.09,82,38.3
1337,spoiled,8.283066118,4.71,1.93,2.39,5.65,1.83,72.24,63.16,1.24,3.47,4.13,82,38.3
1338,spoiled,8.285408957,4.69,1.92,2.39,5.6,1.81,72.24,65.15,1.23,3.54,4.13,82,38.3
1339,spoiled,8.287734448,4.71,1.92,2.38,5.62,1.78,72.24,64.47,1.26,3.35,4.07,82,38.3
1340,spoiled,8.290042629,4.67,1.9,2.36,5.6,1.79,73.64,66.53,1.24,3.15,4.09,82,38.3
1341,spoiled,8.292333536,4.61,1.89,2.36,5.6,1.79,72.94,62.53,1.24,3.1,4.05,82,38.5
1342,spoiled,8.29460721,4.61,1.89,2.36,5.58,1.83,75.83,65.15,1.26,3.11,3.94,82.1,38.3
1343,spoiled,8.296863689,4.61,1.9,2.38,5.6,1.84,74.36,65.83,1.26,3.15,4.03,82.2,38.3
1344,spoiled,8.299103016,4.63,1.89,2.38,5.58,1.84,74.36,64.47,1.23,3.23,3.97,82,38.3
1345,spoiled,8.301325232,4.63,1.87,2.36,5.58,1.85,72.24,63.81,1.26,3.23,3.99,82,38.3
1346,spoiled,8.303530383,4.67,1.9,2.36,5.62,1.81,72.24,65.15,1.22,3.15,3.9,82,38.3
1347,spoiled,8.305718514,4.61,1.92,2.38,5.62,1.84,72.94,63.81,1.58,3.21,3.92,82,38.3
1348,spoiled,8.30788967,4.63,1.9,2.36,5.58,1.85,72.24,63.16,1.24,3.16,3.9,81.9,38.5
1349,spoiled,8.310043899,4.65,1.89,2.38,5.65,1.85,73.64,65.83,1.26,3.23,3.88,81.8,38.2
1350,spoiled,8.31218125,4.67,1.9,2.38,5.65,1.86,74.36,65.15,1.23,3.32,3.9,81.9,38.2
1351,spoiled,8.314301774,4.63,1.93,2.36,5.6,1.86,72.94,63.16,1.24,3.33,3.86,82,38.2
1352,spoiled,8.316405521,4.65,1.9,2.36,5.6,1.86,74.36,63.16,1.26,3.26,3.9,82.1,38.2
1353,spoiled,8.318492543,4.67,1.9,2.38,5.62,1.85,74.36,64.47,1.24,3.32,3.9,82.2,38.2
1354,spoiled,8.320562893,4.67,1.9,2.36,5.58,1.86,73.64,65.15,1.23,3.32,3.82,82.2,38.2
1355,spoiled,8.322616627,4.65,1.93,2.36,5.55,1.85,72.24,63.81,1.24,3.33,3.84,82.1,38.2
1356,spoiled,8.3246538,4.63,1.9,2.36,5.6,1.84,72.24,65.15,1.23,3.21,3.79,82,38.2
1357,spoiled,8.326674468,4.63,1.94,2.38,5.62,1.83,73.64,65.15,1.24,3.21,3.96,82.1,38.2
1358,spoiled,8.328678689,4.65,1.92,2.38,5.6,1.8,74.36,63.81,1.24,3.16,3.94,82.1,38.1
1359,spoiled,8.330666522,4.67,1.93,2.36,5.58,1.83,72.94,64.47,1.23,3.2,3.9,82.1,38.2
1360,spoiled,8.332638026,4.67,1.94,2.38,5.58,1.83,72.24,65.15,1.23,3.23,3.94,82.1,38.1
