,principal component 1,principal component 2,class
593,0.7794574278836941,-1.4388403713191642,acceptable
594,0.7497049598340376,-1.4731906375913115,acceptable
595,0.8081191855595239,-1.408436845003199,acceptable
596,0.861665876288957,-1.521142353917699,acceptable
597,0.8460722753605768,-1.4866282353713687,acceptable
598,0.8687099388064783,-1.4755573943477018,acceptable
599,0.903111268677097,-1.4691240267153585,acceptable
600,0.8906492357521586,-1.4236869976389723,acceptable
601,0.8860175842517605,-1.4587616021989656,acceptable
602,0.9336816168643056,-1.4190972180002515,acceptable
603,0.9088588283578937,-1.4094176437091939,acceptable
604,0.9924113191081391,-1.3198002182084294,acceptable
605,0.9494127527040472,-1.5523223559538102,acceptable
606,1.0292723186942154,-1.454061602151315,acceptable
607,1.037469533615852,-1.5033023646381722,acceptable
608,1.0879038533482297,-1.5202790441918592,acceptable
609,1.0882187822990128,-1.5124221581694766,acceptable
610,0.9988840762131529,-1.5424262345880755,acceptable
611,0.9804266642848561,-1.5327937751476384,acceptable
612,1.0031378503494701,-1.387260476464313,acceptable
613,0.970448815558093,-1.4728331988879253,acceptable
614,0.991549688419751,-1.4633833128604405,acceptable
615,1.0099843726489075,-1.456692291975002,acceptable
616,1.0570757450994883,-1.35862833446707,acceptable
617,1.044793831060558,-1.4694385242896826,acceptable
618,1.0762455055223243,-1.4220513782603617,acceptable
619,1.041001794020283,-1.4346467917697778,acceptable
620,1.0986019324448602,-1.3349594306670296,acceptable
621,1.1492971123612612,-1.4083258215527619,acceptable
622,1.1517350186833968,-1.4352386369516579,acceptable
623,0.9308893000223455,-1.4439751940387766,acceptable
624,0.7458765774996453,-1.4492831249815825,acceptable
625,0.7117576495419394,-1.3718782068259676,acceptable
626,0.7598430654334047,-1.3171907335820643,acceptable
627,0.8438424958907993,-1.2323853349731433,acceptable
628,0.8655694462281017,-1.3188715420023884,acceptable
629,0.892730849582474,-1.3690800277692583,acceptable
630,0.9467892747316108,-1.375457210988641,acceptable
631,0.955409829682715,-1.414068846093971,acceptable
632,1.0383359772635168,-1.3803084446878846,acceptable
633,1.0820132839504917,-1.3266953598845423,acceptable
634,1.0938078424282807,-1.3744708966431665,acceptable
635,1.1003779018971611,-1.4140462635456792,acceptable
636,1.1610780556884337,-1.2956138713390501,acceptable
637,1.1035382437873542,-1.3917634397686045,acceptable
638,1.1821945288981468,-1.211700356064485,acceptable
639,1.1469342937935603,-1.2959739079646266,acceptable
640,1.1102234732226743,-1.4413534493387163,acceptable
641,1.1062549810951976,-1.3332829166318623,acceptable
642,1.0911655158670637,-1.332106876989107,acceptable
643,1.1330058754980425,-1.191245380841828,acceptable
644,1.0835316303206701,-1.1818835426029473,acceptable
645,0.6795968924147977,-1.3416019329641222,acceptable
646,0.3064680986695427,-1.2923136406567788,acceptable
647,0.30125338720485095,-1.1578228479620793,acceptable
648,0.34840303108703924,-1.2560055640480166,acceptable
649,0.4724338185885753,-1.2196283905648777,acceptable
650,0.5980791124984056,-1.187878268266765,acceptable
651,0.6278054663256883,-1.290064556128077,acceptable
652,0.6773325914530033,-1.2876979939106488,acceptable
653,0.737879812954258,-1.1918626737118283,acceptable
654,0.7688952067052908,-1.2432060053940837,acceptable
655,0.754136409955649,-1.282275615297427,acceptable
656,0.7498523685729458,-1.2254876802201775,acceptable
657,0.7514287898677136,-1.2758200994643163,acceptable
658,0.7844858997646058,-1.277837834504891,acceptable
659,0.7512646258557589,-1.3161772358666723,acceptable
660,0.7401526021538994,-1.2675336869080844,acceptable
661,0.7105843520351391,-1.2132200594852842,acceptable
662,0.6556331133932313,-1.2500340610715337,acceptable
663,0.7177478394347822,-1.1548168881198217,acceptable
664,0.6919619944445784,-1.2289384450363832,acceptable
665,0.7561265106472101,-1.1448877464907987,acceptable
666,0.7800963226414924,-1.135226487903216,acceptable
667,0.8271657894835978,-1.0397342003803853,acceptable
668,0.7710152386529749,-1.2208351229323364,acceptable
669,0.7921945112816297,-1.1712915632538416,acceptable
670,0.7152586972922143,-1.1258084722426622,acceptable
671,0.5621330298433435,-1.1021689637451373,acceptable
672,0.47113729113416464,-1.1772641292030477,acceptable
673,0.49597320634096975,-1.1193655386413213,acceptable
674,0.5140702166870296,-1.1108138911698142,acceptable
675,0.5579097360198427,-0.9698453960426501,acceptable
676,0.5107586938565573,-1.0531666932271557,acceptable
677,0.4374998445316022,-1.1469595411879312,acceptable
678,0.0007894039931715887,-0.9859192947361285,acceptable
679,-0.236376269981328,-1.003638670552499,spoiled
680,-0.2704971215446879,-1.0352454401719022,spoiled
681,-0.16723625529168337,-0.9443778854207026,spoiled
682,-0.04139713157331438,-0.9185088224935366,spoiled
683,0.0807384390952728,-0.9416369014578915,spoiled
684,0.127419080444883,-1.0412173794769561,spoiled
685,0.2108993286812249,-1.0618035286482457,spoiled
686,0.314988414476212,-0.9722624564598638,spoiled
687,0.3353166135640577,-1.0243751448429055,spoiled
688,0.37235965788876785,-1.030927332705019,spoiled
689,0.377584478013635,-1.0204217075882955,spoiled
690,0.5024174179123775,-0.7900049929268039,spoiled
691,0.3639217403157538,-1.0103689173604657,spoiled
692,0.3470985012551432,-0.9980237328782273,spoiled
693,0.33647647503392697,-0.9891162950300668,spoiled
694,0.3227191660131342,-0.9863159351512416,spoiled
695,0.20579195287460897,-0.972973967009973,spoiled
696,0.12742413720481716,-0.9077218635991423,spoiled
697,0.049771840713911816,-0.9193177476980029,spoiled
698,0.13468632151559748,-0.790051684629794,spoiled
699,0.14261163188192008,-0.8824503960440928,spoiled
700,0.14645512152602835,-0.8868595411328588,spoiled
701,0.14681743034873387,-0.9315681297547806,spoiled
702,0.15622539024559834,-0.9399557200912967,spoiled
703,0.12338662580103686,-0.7808057655263154,spoiled
704,-0.038948797279482514,-0.9290838581387495,spoiled
705,-0.10935941155217235,-0.718571520880528,spoiled
706,-0.15749842291205907,-0.8573767130102683,spoiled
707,-0.09997342384808725,-0.8361958267111739,spoiled
708,-0.1531621325103418,-0.8513403125351976,spoiled
709,-0.17973277958243783,-0.8391139097593823,spoiled
710,-0.13144216604185774,-0.6969861100608717,spoiled
711,-0.16807115403202882,-0.8317162830185524,spoiled
712,-0.12088225788627152,-0.7918829754378253,spoiled
713,-0.11059913423081025,-0.840042147248769,spoiled
714,-0.0700030380060465,-0.6871743270694665,spoiled
715,-0.03937021595287049,-0.7010931646884443,spoiled
716,-0.05155557302449566,-0.7795446758788799,spoiled
717,-0.18524514055476837,-0.6508078794880525,spoiled
718,-0.21617966365402466,-0.7328221500214134,spoiled
719,-0.19963993348528677,-0.643184109434249,spoiled
720,-0.37253147951673743,-0.5839274239482053,spoiled
721,-0.3495629541372302,-0.5766433030259867,spoiled
722,-0.2841473957803636,-0.5899187838071871,spoiled
723,-0.24763132068605664,-0.5936243940791865,spoiled
724,-0.4522536319185972,-0.7852623437055996,spoiled
725,-0.4396996061733873,-0.684207507580549,spoiled
726,-0.37328902979648926,-0.6392300521771089,spoiled
727,-0.3546888041105154,-0.6793838356985253,spoiled
728,-0.37945715376502387,-0.709710529400754,spoiled
729,-0.3716306608208514,-0.49231141271676315,spoiled
730,-0.4017123964282951,-0.4831237722079343,spoiled
731,-0.44306836309984055,-0.4586925450469802,spoiled
732,-0.4697977246879998,-0.548675852982206,spoiled
733,-0.48054638704033664,-0.5942677949002945,spoiled
734,-0.4584153785229339,-0.5311919815451158,spoiled
735,-0.6201532052018737,-0.3477604066643344,spoiled
736,-0.8055161114767814,-0.3505818217313167,spoiled
737,-0.8135232462989395,-0.2982543211524173,spoiled
738,-0.812108292477194,-0.4363948025749732,spoiled
739,-0.6902160981418671,-0.30760136681103145,spoiled
740,-0.6925830730747516,-0.503155581877992,spoiled
741,-0.5858153257772418,-0.36407114339673846,spoiled
742,-0.5771695195164382,-0.3439383061889058,spoiled
743,-0.6093726175165171,-0.4677545950486785,spoiled
744,-0.5912249554002942,-0.3053726345508688,spoiled
745,-0.6722183053270971,-0.3664325796630882,spoiled
746,-0.7199386926068226,-0.39939430263509623,spoiled
747,-0.7064927720788333,-0.24159651011142746,spoiled
748,-0.8800975308181054,-0.3027733542452844,spoiled
749,-0.9455964494160385,-0.2856392765953939,spoiled
750,-0.969104360977678,-0.32164304167879276,spoiled
751,-0.8596741306429423,-0.13978674859448714,spoiled
752,-0.92852291278341,-0.1550463957247046,spoiled
753,-1.0218651528632197,-0.13047563943129242,spoiled
754,-1.0399904282930217,-0.11096065433323275,spoiled
755,-1.05927170085619,-0.20281108299836184,spoiled
756,-0.9947253524205626,-0.056846953896179477,spoiled
757,-0.9925671332908863,-0.040628333654232386,spoiled
758,-1.065695859783637,-0.20872785210895337,spoiled
759,-1.0532891898283208,-0.1477233405911451,spoiled
760,-1.0685112266751975,-0.1296530897385589,spoiled
761,-1.1392641691094068,-0.12005721889315005,spoiled
762,-1.1673980991680535,-0.01506151501583241,spoiled
763,-1.2635203965089121,-0.13769988629682559,spoiled
764,-1.1921503232758492,0.06018558160579745,spoiled
765,-1.1803225855263368,0.05761323130015629,spoiled
766,-1.1802103667926163,0.039666717336396935,spoiled
767,-1.2255701511900352,-0.04096538760136787,spoiled
768,-1.2902770558722922,-0.013245127155077082,spoiled
769,-1.30281186839701,-0.030407632636595225,spoiled
770,-1.3070979901162723,0.11728604763880737,spoiled
771,-1.4294465359875022,-0.0198232237747141,spoiled
772,-1.4384329428843479,-0.011711684662544615,spoiled
773,-1.4388992364505517,-0.045967781168990404,spoiled
774,-1.3579562243315821,0.09358411054295022,spoiled
775,-1.3986817841208088,-0.032396537818523224,spoiled
776,-1.3597037337043179,0.016085627259277584,spoiled
777,-1.3143169923275515,0.12410960541974793,spoiled
778,-1.3062846005972124,0.12878685401430054,spoiled
779,-1.344457892940285,0.0481319901225346,spoiled
780,-1.307270265394882,0.1374978653274774,spoiled
781,-1.3791492108153902,0.016268325099451208,spoiled
782,-1.3693239590326114,0.007003420103548783,spoiled
783,-1.365861253813966,0.06467416233750913,spoiled
784,-1.4659400185646303,0.05612454151148146,spoiled
785,-1.6269708061313473,0.009955008589898487,spoiled
786,-1.5693537132984572,0.15132546600101485,spoiled
787,-1.585304849575338,0.0681364173788648,spoiled
788,-1.515574722966186,0.20925843435926558,spoiled
789,-1.4835178208858284,0.20826468338442525,spoiled
790,-1.4933416434117257,0.22993493209602886,spoiled
791,-1.5217334482623917,0.0902898620176947,spoiled
792,-1.499009455865271,0.25229689272594996,spoiled
793,-1.5159905630439419,0.24770998690232893,spoiled
794,-1.5427601898564562,0.20789364935941415,spoiled
795,-1.5960417351403295,0.07345754527045448,spoiled
796,-1.6049652988579792,0.12388923568962307,spoiled
797,-1.6741343619705036,0.12366851300044154,spoiled
798,-1.6858012542933838,0.11979905939587866,spoiled
799,-1.6808098981393707,0.12713802738749214,spoiled
800,-1.6573970064664776,0.2349279961193962,spoiled
801,-1.638733148070271,0.26711026670994337,spoiled
802,-1.6462233448227586,0.2697795972842753,spoiled
803,-1.689221228192137,0.2698071990785165,spoiled
804,-1.7546158503573779,0.12985856535361961,spoiled
805,-1.7648200662776885,0.13593332518619827,spoiled
806,-1.724197528330765,0.20465715066506204,spoiled
807,-1.7466957939270422,0.20739377141382515,spoiled
808,-1.8381520892937229,0.1069815977928643,spoiled
809,-1.8537314621170973,0.1706203288847773,spoiled
810,-1.9151766264882122,0.06613893206239536,spoiled
811,-1.9326020816257294,0.053044808798723,spoiled
812,-1.9038689452002293,0.19077701785350606,spoiled
813,-1.898246659927758,0.1783627269819839,spoiled
814,-2.0023025214518575,0.06108803049143162,spoiled
815,-2.00491733298398,0.06074851839239465,spoiled
816,-1.9366569563286056,0.24736666222214201,spoiled
817,-1.993592412268453,0.15795948764263756,spoiled
818,-2.004824329857232,0.16442509611981684,spoiled
819,-2.0118875010562336,0.16625497288815647,spoiled
820,-2.066619994220352,0.08222369542319186,spoiled
821,-2.0350965251565616,0.2330942189402107,spoiled
822,-2.0108711948502718,0.2193054016981536,spoiled
823,-2.032651282726369,0.23408728826597866,spoiled
824,-2.0240343152570617,0.23408121717859812,spoiled
825,-2.0967538916328383,0.25483614937527643,spoiled
826,-2.1519962047561503,0.11904014165722751,spoiled
827,-2.0825015026680496,0.2504222332752625,spoiled
828,-2.108380648345104,0.2165999931902656,spoiled
829,-2.1595172251229626,0.12705666145528893,spoiled
830,-2.152047263228559,0.23880008099753589,spoiled
831,-2.110886066506841,0.2710722468643467,spoiled
832,-2.1134645429069097,0.2793896931916065,spoiled
833,-2.119229829584901,0.2764890982486197,spoiled
834,-2.1285572892964444,0.28085346725234817,spoiled
835,-2.1985857969813223,0.16112217714065077,spoiled
836,-2.164350417065444,0.2566691520487755,spoiled
837,-2.1905021051492675,0.15783778181928568,spoiled
838,-2.1633137428138194,0.30725966611397226,spoiled
839,-2.177515071226588,0.2577148836778,spoiled
840,-2.2245864955101777,0.1789525695678084,spoiled
841,-2.169470303233875,0.3066770462955512,spoiled
842,-2.185346761283593,0.3125147544533386,spoiled
843,-2.2147377915363053,0.27703629709081545,spoiled
844,-2.1976512262034764,0.3154269364670053,spoiled
845,-2.2334801755534572,0.3431152992551417,spoiled
846,-2.219517507435695,0.27325448501669297,spoiled
847,-2.22503018382738,0.3195098399271895,spoiled
848,-2.247557853383051,0.2887818321954386,spoiled
849,-2.3000423818871316,0.20151870728100849,spoiled
850,-2.261124040473935,0.34763180129852095,spoiled
851,-2.313701845808049,0.20949748505689728,spoiled
852,-2.302763131573867,0.20525809687886537,spoiled
853,-2.322560671488923,0.22143047228780277,spoiled
854,-2.2638227979682806,0.350864927919313,spoiled
855,-2.2622897746389325,0.35237344496763184,spoiled
856,-2.259882075460124,0.3549085344561756,spoiled
857,-2.3022520744105237,0.32871708912826586,spoiled
858,-2.3510831286342757,0.23466390294830783,spoiled
859,-2.298340169647988,0.31479613070292084,spoiled
860,-2.3375556869061755,0.3380420737590993,spoiled
861,-2.341401597619872,0.3425675858632641,spoiled
862,-2.3791563725275555,0.24804351601532582,spoiled
863,-2.3691041253082963,0.24454877583110532,spoiled
864,-2.4283892510573084,0.28351781728872066,spoiled
865,-2.3390654266209614,0.4017220647185078,spoiled
866,-2.3599697286157926,0.23592214273620415,spoiled
867,-2.3424812800508192,0.3344294740107751,spoiled
868,-2.4074245399026366,0.26579412771415967,spoiled
869,-2.3448245737344293,0.3980120934536298,spoiled
870,-2.429592432768693,0.2754830747903155,spoiled
871,-2.3683780713869416,0.3407292561354265,spoiled
872,-2.4230858743459236,0.2787268794563745,spoiled
873,-2.419744973758295,0.26419898405446296,spoiled
874,-2.3856387098388465,0.4200616003704906,spoiled
875,-2.383228180191065,0.4138056908341454,spoiled
876,-2.4350830823179317,0.36894219699035824,spoiled
877,-2.485023985484658,0.443957702009364,spoiled
878,-2.5100246812515774,0.2955676836725139,spoiled
879,-2.4291969749756737,0.4231807647522601,spoiled
880,-2.486478804474843,0.2862998017462884,spoiled
881,-2.407916600761255,0.4138441441527747,spoiled
882,-2.4311522566866275,0.4342745496850011,spoiled
883,-2.390995528571747,0.41560077704432585,spoiled
884,-2.491867438234447,0.3049384344880781,spoiled
885,-2.449081533333392,0.28681616050976355,spoiled
886,-2.4288118869720994,0.39060022996585797,spoiled
887,-2.417175785484305,0.3858867103519706,spoiled
888,-2.489417344355906,0.31762888266317335,spoiled
889,-2.374305730358371,0.4744316895512055,spoiled
890,-2.4752267367307788,0.3084004039280777,spoiled
891,-2.4785832239396983,0.2574644854993221,spoiled
892,-2.4186792967824773,0.4373131601239399,spoiled
893,-2.4108600970027845,0.3811600430137778,spoiled
894,-2.4430575924470297,0.39064969775266273,spoiled
895,-2.43137167265216,0.3937745075043583,spoiled
896,-2.4247689223301685,0.49304531533391016,spoiled
897,-2.472161506341719,0.47734327220647893,spoiled
898,-2.4631118431109886,0.34343469024681816,spoiled
899,-2.456489802558147,0.3981038643719439,spoiled
900,-2.463004751121859,0.4079711756189877,spoiled
901,-2.473579141416533,0.4135322129369554,spoiled
902,-2.534099039376116,0.34114234412089506,spoiled
903,-2.462805459228557,0.4135472043756271,spoiled
904,-2.519570806673008,0.3303296826421499,spoiled
905,-2.5426138942023364,0.3258065469775242,spoiled
906,-2.5634500317776547,0.34425991416388346,spoiled
907,-2.564493501637964,0.3465694568363189,spoiled
908,-2.515383315894814,0.483842471643985,spoiled
909,-2.552567563306165,0.3315350997418046,spoiled
910,-2.5733291286541955,0.3477468740663164,spoiled
911,-2.5438113096351143,0.3256686882617259,spoiled
912,-2.5209693891909586,0.4766436240931142,spoiled
913,-2.5494611870891517,0.49204881277625917,spoiled
914,-2.5166050850434356,0.4727090078344523,spoiled
915,-2.5568749414875325,0.32641808415095225,spoiled
916,-2.612295195516773,0.3058872303913004,spoiled
917,-2.5339657404364226,0.4859259390766303,spoiled
918,-2.5423393408656607,0.4947811081179114,spoiled
919,-2.5437019828047536,0.5082674275423996,spoiled
920,-2.59973694533009,0.36162903612251207,spoiled
921,-2.556784957218383,0.45196771145664083,spoiled
922,-2.572563734597334,0.46022071812172993,spoiled
923,-2.5456385313667043,0.4423161987639666,spoiled
924,-2.610359863490892,0.367501728409767,spoiled
925,-2.5521223675486153,0.5005518580106494,spoiled
926,-2.5994632998150435,0.4741228570312293,spoiled
927,-2.628485918073066,0.369844097343183,spoiled
928,-2.560609601487319,0.4421880003488096,spoiled
929,-2.582159048887221,0.45401896959324206,spoiled
930,-2.6155111624482004,0.36045452861746846,spoiled
931,-2.5867790130553314,0.5120659610478455,spoiled
932,-2.5785263624660755,0.5620483585717214,spoiled
933,-2.680395071405681,0.37504606818414943,spoiled
934,-2.663753736989133,0.5399251582118177,spoiled
935,-2.630497582482437,0.46319702962858955,spoiled
936,-2.646595758222088,0.5296908060161044,spoiled
937,-2.639455019996145,0.5320415748636487,spoiled
938,-2.7073921612820273,0.4061564322141884,spoiled
939,-2.6136546248309047,0.46655415581422405,spoiled
940,-2.629494651756408,0.5339212012326718,spoiled
941,-2.6509687047422963,0.543037750302371,spoiled
942,-2.632014558036346,0.48094944956035335,spoiled
943,-2.6078395427502357,0.5261997098826461,spoiled
944,-2.6032772604466783,0.5217546037902151,spoiled
945,-2.629602668599383,0.4813179044103683,spoiled
946,-2.5800605837606554,0.6121831895290947,spoiled
947,-2.6360054443003094,0.5963002296860195,spoiled
948,-2.6076080170225757,0.5787000144477299,spoiled
949,-2.6390694583445535,0.5399627833960454,spoiled
950,-2.592005052757722,0.618398348261764,spoiled
951,-2.6894724587741963,0.39891975207884983,spoiled
952,-2.72238100475698,0.4139183009805576,spoiled
953,-2.6607021941276816,0.5941417478335016,spoiled
954,-2.6603536635216325,0.5316012141934896,spoiled
955,-2.670780615226786,0.5966425615825269,spoiled
956,-2.741625253150774,0.4069125505522999,spoiled
957,-2.707270539997879,0.5616676493614493,spoiled
958,-2.742695912729244,0.4198909098007789,spoiled
959,-2.6662093014209454,0.5426736700303815,spoiled
960,-2.728034253847967,0.40736470259357294,spoiled
961,-2.6757798111610427,0.5488386294404352,spoiled
962,-2.720651769383041,0.40561425708504145,spoiled
963,-2.6849223027708464,0.5352243858203933,spoiled
964,-2.727093892030549,0.543419168449595,spoiled
965,-2.7596537373427785,0.5124462323971996,spoiled
966,-2.7375790643409332,0.49914536854659497,spoiled
967,-2.7566043414780004,0.5658957423510795,spoiled
968,-2.7925589689082617,0.4243730422424845,spoiled
969,-2.739861915498297,0.5105918232789107,spoiled
970,-2.7152821461876577,0.6134904688517671,spoiled
971,-2.7761286280892263,0.42295030252277094,spoiled
972,-2.746193030891248,0.5786308533110309,spoiled
973,-2.748090905326679,0.5287032142804156,spoiled
974,-2.6862192236143407,0.5376306378957342,spoiled
975,-2.7232951666900282,0.5771351469513634,spoiled
976,-2.679513613152926,0.6629274863387843,spoiled
977,-2.663609318579459,0.6029991426467182,spoiled
978,-2.72162597233296,0.560013159484752,spoiled
979,-2.717713890128292,0.6166774515139328,spoiled
980,-2.7898914406092437,0.43562751199293515,spoiled
981,-2.7480957264907575,0.5786907187287588,spoiled
982,-2.739768684552622,0.5785330038121939,spoiled
983,-2.704615665538764,0.6725394002718039,spoiled
984,-2.7019384167055818,0.676482782650498,spoiled
985,-2.686467693492429,0.6136983008091069,spoiled
986,-2.7095382778414536,0.5711047995985503,spoiled
987,-2.772396997255191,0.4433538109244104,spoiled
988,-2.704949213027272,0.6293324815251096,spoiled
989,-2.7474815815453892,0.5343835394548878,spoiled
990,-2.6948479343302054,0.6164353997758124,spoiled
991,-3.267215737680656,0.8057622291909464,spoiled
992,-2.7814807987127295,0.4301388722580981,spoiled
993,-2.6991529426425744,0.5998844965984997,spoiled
994,-2.708210172904952,0.6131063719366509,spoiled
995,-2.736916469657473,0.62071200389416,spoiled
996,-2.7412678728582773,0.6230445403565916,spoiled
997,-2.747520015018764,0.573378027631717,spoiled
998,-2.7583498136414626,0.5273347759016178,spoiled
999,-2.7730924096873313,0.5927912313633443,spoiled
1000,-2.7199730253389878,0.6206648142486046,spoiled
1001,-2.7001780947854703,0.6638045930616177,spoiled
1002,-2.7448747504890925,0.5804757439777398,spoiled
1003,-2.822324564955074,0.5926330151058073,spoiled
1004,-2.8487743595550272,0.6067730459199429,spoiled
1005,-2.7854331757108417,0.6251762220251219,spoiled
1006,-2.813731921445173,0.5912100244620888,spoiled
1007,-2.7832019446917817,0.6910260741850995,spoiled
1008,-2.781704634042738,0.5863331182383231,spoiled
1009,-2.7365076709540994,0.6171069076517649,spoiled
1010,-2.799581681319657,0.5461675120248484,spoiled
1011,-2.7417809650046476,0.5714588913011561,spoiled
1012,-2.7649755994158185,0.7041513643997008,spoiled
1013,-2.683140224155844,0.7056011408475639,spoiled
1014,-2.7432697006416746,0.6740724464307686,spoiled
1015,-2.789792273057075,0.5908216708483665,spoiled
1016,-2.7546938050134866,0.6828041016353917,spoiled
1017,-2.7430354432388206,0.6748400540019913,spoiled
1018,-2.7721244136780356,0.6964652001517821,spoiled
1019,-2.841757595707617,0.4549266338584236,spoiled
1020,-2.8219101954801817,0.7080316719370182,spoiled
1021,-2.818832312062369,0.6521524983885696,spoiled
1022,-2.7854293023618446,0.6346422701879263,spoiled
1023,-2.7920905744863447,0.642482644286187,spoiled
1024,-2.8029419465125818,0.7081427977635809,spoiled
1025,-2.7955596047150117,0.5806547122366841,spoiled
1026,-2.823147532847369,0.6024103467909482,spoiled
1027,-2.7521367979650706,0.7317967849654664,spoiled
1028,-2.766478390654056,0.6315448023602085,spoiled
1029,-2.7647843730781183,0.6890280483345627,spoiled
1030,-2.781794642694802,0.6490800610769094,spoiled
1031,-2.7718212998209566,0.7383136450029739,spoiled
1032,-2.7940258135651383,0.7010928473842675,spoiled
1033,-2.7692761452775736,0.6275843594613201,spoiled
1034,-2.7937852271105634,0.6996710429093299,spoiled
1035,-2.8099085469059784,0.7126463869858745,spoiled
1036,-2.7578675267727233,0.6254434071774841,spoiled
1037,-2.779702880144954,0.6264247460355041,spoiled
1038,-2.8259323609178453,0.7086422067922923,spoiled
1039,-2.8389995158891574,0.6608786381441127,spoiled
1040,-2.767816248526906,0.6749063391153554,spoiled
1041,-2.7799707144462094,0.6857257751501371,spoiled
1042,-2.829060473684122,0.660115736714164,spoiled
1043,-2.8628785788182824,0.5670030125858275,spoiled
1044,-2.781089336134027,0.6294866503333036,spoiled
1045,-2.7454326579694204,0.7194112302663197,spoiled
1046,-2.7936568399752946,0.7457320156504523,spoiled
1047,-2.7725748635005543,0.6830011642421393,spoiled
1048,-2.7821893761591827,0.7432301827713362,spoiled
1049,-2.808668428348949,0.7013934475972389,spoiled
1050,-2.716255910834833,0.8602277259120326,spoiled
1051,-2.8588071751160955,0.7014098055981458,spoiled
1052,-2.8737154206128444,0.7177358534667269,spoiled
1053,-2.8688879462737544,0.7207419386097697,spoiled
1054,-2.834017489716454,0.6440255790503949,spoiled
1055,-2.8372177809197354,0.7623331421795754,spoiled
1056,-2.843902938462027,0.7073728440107436,spoiled
1057,-2.8862411062168447,0.6768852496463381,spoiled
1058,-2.8408093290041045,0.6945623262901134,spoiled
1059,-2.868387410494701,0.7058438270418679,spoiled
1060,-2.8815402415081235,0.7154405497503855,spoiled
1061,-2.862746320204056,0.7057730209217673,spoiled
1062,-2.8613953064508353,0.7071796292886089,spoiled
1063,-2.8161988093642356,0.7437125976130801,spoiled
1064,-2.805555614440059,0.6881953158208554,spoiled
1065,-2.810811585914475,0.7445722936368565,spoiled
1066,-2.871422614657903,0.6698273575509245,spoiled
1067,-2.830680920257354,0.7581001952293098,spoiled
1068,-2.8210660995105807,0.6438094155424698,spoiled
1069,-2.7985359829046654,0.7384241904912957,spoiled
1070,-2.7957206260267164,0.7395635356771383,spoiled
1071,-2.8589948045916245,0.6613391515152133,spoiled
1072,-2.7394610329868536,0.8144529198594485,spoiled
1073,-2.837376694405001,0.7339589530270046,spoiled
1074,-2.8948882542948864,0.6570074922872982,spoiled
1075,-2.816458799624239,0.8399628668639427,spoiled
1076,-2.878269141681942,0.764961513369065,spoiled
1077,-2.8852608892404716,0.7737469590332375,spoiled
1078,-2.702475396079383,0.5256413137907385,spoiled
1079,-2.8376649522546074,0.7514726860754087,spoiled
1080,-2.8586651247664694,0.6478386632799433,spoiled
1081,-2.883755538674734,0.7226739005182634,spoiled
1082,-2.896553152090701,0.7220888471893755,spoiled
1083,-2.8785432330190464,0.7100617029789783,spoiled
1084,-2.816428996933934,0.7329559728106211,spoiled
1085,-2.8545076741024342,0.7011469747618021,spoiled
1086,-2.8889799615676037,0.7256644130889024,spoiled
1087,-2.8057963346302413,0.7318357966824325,spoiled
1088,-2.893017218550413,0.6636570435889898,spoiled
1089,-2.913791650688818,0.6732348842162423,spoiled
1090,-2.8441981256194815,0.743484888049958,spoiled
1091,-2.8852205892954332,0.7711221474364521,spoiled
1092,-2.922038062641901,0.7561049287436858,spoiled
1093,-2.859776038312676,0.7036664700248192,spoiled
1094,-2.816684381573896,0.7349668805617907,spoiled
1095,-2.883403041796272,0.7152809708344902,spoiled
1096,-2.8862739003572764,0.713842069541266,spoiled
1097,-2.874377217079956,0.7084157898517993,spoiled
1098,-2.9131029909869586,0.726914729199727,spoiled
1099,-2.9118068834638335,0.6739393695510757,spoiled
1100,-2.908874698004276,0.7257782484356717,spoiled
1101,-2.902867597846246,0.7195185055197061,spoiled
1102,-2.814013649219371,0.8392304426443079,spoiled
1103,-2.9277876119595923,0.727126065557031,spoiled
1104,-2.935569677511277,0.6727921407707375,spoiled
1105,-2.954243661560533,0.6834460770149212,spoiled
1106,-2.867723481248568,0.7637067382004831,spoiled
1107,-2.9580689555980815,0.7225616128981796,spoiled
1108,-2.955765280598659,0.6661325939123754,spoiled
1109,-2.9522133566155437,0.7183369670604189,spoiled
1110,-2.9873098799713174,0.7404889184345451,spoiled
1111,-2.983061989771412,0.7396956484017296,spoiled
1112,-2.9148754385907987,0.7581536518929372,spoiled
1113,-2.965432476169657,0.6855631639941784,spoiled
1114,-2.97475391854109,0.7391904098563616,spoiled
1115,-2.937014036294266,0.7174059577407166,spoiled
1116,-2.9152626591694912,0.7209600150791389,spoiled
1117,-2.8997486135195825,0.7553357690281775,spoiled
1118,-2.892323729297818,0.7500802744699984,spoiled
1119,-2.931293406816419,0.6626670437578082,spoiled
1120,-2.938948370339778,0.7769524514210945,spoiled
1121,-2.9255515181654626,0.7145731609016345,spoiled
1122,-2.894187439492053,0.7523149964589531,spoiled
1123,-2.9350118924328674,0.6794464818461364,spoiled
1124,-2.9253612999881295,0.6532074601639651,spoiled
1125,-2.9243125786310973,0.7637427676676832,spoiled
1126,-2.9852784389679052,0.6850425656780953,spoiled
1127,-2.957328589463891,0.7192516461705156,spoiled
1128,-2.951088321536394,0.6665807881237809,spoiled
1129,-2.9466318449693407,0.7189540127398343,spoiled
1130,-2.9603693578915276,0.6141209876614666,spoiled
